Gender,Born year,EDU,Curloc,Residence,Job,平常在超商結帳時，你多半用什麼方式進行付款？,我都用這個：:平常在超商結帳時，你多半用什麼方式進行付款？,在百貨公司結帳時，你多半用什麼方式進行付款？,我都用這個：:在百貨公司結帳時，你多半用什麼方式進行付款？,Apple Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Google Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Line Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,街口支付:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,你有使用過行動支付嗎？,是什麼原因讓你不使用行動支付呢?,我的情況是：:是什麼原因讓你不使用行動支付呢?,Apple Pay:你主要使用哪些行動支付平台？,Google Pay:你主要使用哪些行動支付平台？,台灣Pay:你主要使用哪些行動支付平台？,Pi錢包:你主要使用哪些行動支付平台？,歐付寶:你主要使用哪些行動支付平台？,街口支付:你主要使用哪些行動支付平台？,LINE Pay:你主要使用哪些行動支付平台？,支付寶:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,在使用習慣上，你會覺得現金還是行動支付比較好用？,我覺得是：:在使用習慣上，你會覺得現金還是行動支付比較好用？,你認為使用行動支付是更為方便還是更為麻煩？,我覺得是：:你認為使用行動支付是更為方便還是更為麻煩？,你認為使用行動支付是更為安全還是更為危險？,我覺得是：:你認為使用行動支付是更為安全還是更為危險？,「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,不同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,我的想法是：:同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,換作是你，你會願意選擇施打晶片嗎？,會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,不會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,我的想法是：:如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,不同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,你認為行動支付會成為未來趨勢，還是曇花一現呢？,我的想法是：:你認為行動支付會成為未來趨勢，還是曇花一現呢？,問卷結束囉！科技的發展日新月異，不出幾年就會出現我們未曾想過的發明（例如：虛擬實境、大數據、行動支付⋯⋯等），在驚呼的同時，人們也會對未知的事物保持疑慮。（圖片來源：https://reurl.cc/GdNVXx）對於新發明的誕生，你會選擇擁抱科技還是會適時觀望呢？歡迎寫下你的想法。（如果沒有的話，請按下一頁，開始驗證流程囉！）
1,1954,4,16,15,M,1,,1,,4,4,4,4,1,,,,,,,,,7,,,,1,,1,,3,,4,,,3,,3,,,3,,1,,,1,,
0,1983,5,8,8,S,4,,5,,1,1,2,2,1,,,,,,,,6,7,,,,3,,1,,3,,1,,,95,,3,,,3,,1,,,2,,
0,1983,6,5,5,C,4,,5,,2,2,3,3,2,90,忘記帶手機的機率高於錢包,,,,,,,,,,,,,90,對我來說麻煩跟方便的程度差不多,3,,5,,,90,只要知道植入晶片的位置，很容易被盜刷,5,,我習慣使用信用卡及現金,3,,2,,,5,,
0,1994,3,8,8,V,1,,1,,2,2,2,2,1,,,,,3,,,,,,,,2,,1,,4,,5,,,3,,3,,,3,,2,,,2,,
0,1982,4,8,9,G,1,,95,,1,4,1,3,2,2,,,,,,,,,,,,,,1,,2,,5,,,3,,4,,,3,,2,,,2,,
0,1984,5,8,8,W,90,icash卡,1,,3,3,2,2,1,,,,,,,,,7,,,,91,,1,,3,,5,,,3,,4,,,3,,5,,,1,,
1,1970,5,1,1,S,1,,5,,2,2,3,3,2,3,,,,,,,,,,,,,,4,,2,,1,,,1,,3,,,3,,5,,,2,,
0,1986,5,14,14,S,2,,5,,4,4,4,4,2,90,手機版本太舊、之前沒辦網路、習慣信用卡回饋,,,,,,,,,,,,,4,,3,,5,,,1,,4,,,3,,1,,,2,,
1,1973,5,4,4,C,3,,5,,1,1,3,2,1,,,,,,,,6,7,,,,3,,2,,2,,5,,,3,,4,,,3,,2,,,2,,
1,1969,4,10,10,S,2,,2,,2,2,3,2,1,,,,2,3,,,,,,,,1,,2,,2,,1,,,1,,4,,,3,,2,,,2,,
1,1992,3,18,18,S,1,,1,,3,3,3,4,2,4,,,,,,,,,,,,,,4,,3,,1,,,2,,3,,,3,,4,,,3,,
0,1982,5,16,16,R,1,,1,,4,4,4,4,1,,,,,3,,,6,7,,,,1,,3,,3,,4,,,3,,3,,,3,,4,,,5,,
0,1982,3,12,12,U,1,,1,,3,3,2,2,2,4,,,,,,,,,,,,,,3,,2,,1,,,95,,3,,,3,,1,,,2,,
1,1985,5,9,9,V,1,,1,,4,4,4,4,2,2,,,,,,,,,,,,,,2,,1,,5,,,1,,3,,,2,,5,,,5,,
0,1982,4,2,2,V,2,,5,,1,1,1,1,1,,,,,,,5,,,,,,1,,2,,90,一半一半,5,,,1,,3,,,2,,2,,,3,,
0,1979,5,2,2,V,95,,95,,2,2,2,2,2,3,,,,,,,,,,,,,,1,,3,,5,,,95,,3,,,3,,2,,,2,,
1,1985,6,15,15,T,1,,1,,2,3,3,2,2,2,,,,,,,,,,,,,,3,,3,,5,,,2,,2,至少比電子支付安全得多,,4,,2,,,1,,科技再怎麼高，百密總有一疏，無論如何，我都不會使用線上或是信用卡支付 現金萬歲!~
0,1988,5,4,4,C,1,,5,,2,2,3,2,1,,,,2,,,,,7,,,,3,,1,,3,,4,,,3,,3,,,4,,1,,,3,,
0,1997,5,1,1,T,2,,1,,1,1,2,2,2,90,沒有信用卡,,,,,,,,,,,,,2,,1,,1,,,1,,3,,,3,,2,,,1,,
0,1970,5,24,24,S,1,,1,,3,3,3,3,1,,,,,,,,,7,,,,1,,3,,3,,1,,,1,,1,,,1,,1,,,1,,無
0,1978,5,14,14,M,3,,5,,1,1,3,3,1,,,,,,,,,7,,,,3,,1,,1,,5,,,1,,5,,不喜異物,3,,2,,,5,,
1,1982,5,8,8,Q,2,,1,,3,3,3,3,1,,,,,3,,,,,,,,4,,2,,2,,1,,,1,,3,,,2,,2,,,2,,
1,1974,5,2,2,M,2,,5,,3,3,3,3,1,,,,,,,,6,7,8,,,3,,1,,1,,1,,,2,,3,,,2,,1,,,2,,
0,1995,5,2,2,S,4,,5,,1,1,2,2,1,,,,,,,,6,7,,,,4,,1,,4,,1,,,2,,3,,,2,,1,,,1,,
0,1985,4,13,10,S,2,,1,,4,4,1,1,2,2,,,,,,,,,,,,,,4,,4,,4,,,3,,4,,,4,,4,,,5,,
0,1989,5,9,9,G,1,,5,,1,1,2,3,1,,,,,3,,,,,,,,5,,1,,1,,5,,,1,,5,,科技日新月異，很快就會推陳出新,2,,2,,,5,,要有學習力與好奇心，才不會被時代所淘汰
1,1982,5,15,15,S,1,,5,,1,2,2,2,1,,,1,,,,,,,,,,5,,1,,4,,1,,,1,,4,,,3,,1,,,1,,
0,1985,5,2,2,S,2,,1,,1,1,3,3,2,2,,,,,,,,,,,,,,3,,3,,1,,,1,,3,,,3,,2,,,3,,
1,1988,5,1,1,K,4,,5,,1,1,3,3,1,,,,,,4,,,7,,,,3,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,1996,6,15,1,T,4,,5,,1,1,2,3,1,,,1,,,,,,7,,,,5,,1,,1,,2,,,4,,4,,,3,,1,,,2,,
1,1993,6,4,16,M,3,,5,,1,1,3,3,1,,,1,,,,,,7,,,,3,,1,,1,,5,,,2,,3,,,2,,2,,,1,,
1,1977,5,15,15,M,4,,6,,2,2,2,2,1,,,,,3,,,,7,,,,3,,1,,3,,5,,,1,,4,,,3,,4,,,5,,
1,1975,4,4,4,S,95,,5,,3,3,3,3,1,,,,,,,,,7,,,,5,,2,,3,,1,,,95,,4,,,3,,4,,,2,,
1,1983,6,6,6,C,2,,5,,3,3,3,3,1,,,,,,4,,,,,,,5,,2,,2,,1,,,1,,3,,,4,,2,,,2,,
0,1993,5,14,14,M,1,,5,,2,2,2,2,1,,,,,3,,,,,,90,"px pay, poya pay",3,,1,,3,,1,,,95,,4,,,4,,1,,,2,,
0,1971,3,14,14,R,1,,95,,1,2,2,2,1,,,,2,,,,,,,,,2,,3,,3,,5,,,95,,4,,,3,,4,,,5,,
1,2001,5,1,1,S,4,,6,,1,1,2,2,1,,,1,2,3,,,6,7,8,,,3,,1,,1,,1,,,2,,1,,,1,,1,,,2,,
0,1996,5,1,1,T,2,,5,,2,2,2,2,1,,,,,3,,,,7,,,,1,,1,,1,,1,,,1,,1,,,4,,2,,,1,,
1,1984,6,19,19,Q,1,,5,,4,4,1,4,1,,,1,,,,,,,,,,5,,1,,1,,5,,,1,,3,,,3,,1,,,5,,
0,1994,6,1,1,T,1,,95,,3,3,3,2,2,2,,,,,,,,,,,,,,3,,3,,5,,,4,,3,,,3,,2,,,5,,
1,1970,5,13,13,C,4,,5,,2,2,2,2,1,,,1,,3,,,,,,,,5,,2,,1,,1,,,3,,4,,,2,,2,,,3,,
1,1987,6,8,8,S,1,,5,,1,2,3,3,1,,,,,3,4,,6,7,,,,3,,2,,2,,1,,,1,,3,,,3,,1,,,2,,
0,1980,5,2,1,S,2,,5,,1,2,3,3,1,,,,,,,,,7,,,,5,,2,,3,,5,,,3,,3,,,3,,1,,,2,,
0,1990,6,15,15,O,4,,5,,2,2,2,2,1,,,,,,,,,7,,,,91,,2,,4,,1,,,95,,4,,,3,,1,,,1,,
1,1975,3,1,1,C,1,,5,,4,4,4,4,2,1,,,,,,,,,,,,,,4,,4,,4,,,3,,3,,,3,,4,,,4,,
0,1996,5,8,15,V,2,,5,,1,1,3,3,1,,,1,,,,,,,,,,4,,1,,2,,1,,,4,,4,,,3,,2,,,1,,
1,1966,4,19,19,W,1,,5,,2,2,2,2,1,,,,,,,,,,,90,OP電子錢包,5,,2,,1,,5,,,4,,3,,,4,,4,,,5,,
0,1988,5,15,14,Q,1,,1,,2,2,2,2,2,6,,,,,,,,,,,,,,3,,3,,5,,,95,,3,,,3,,1,,,2,,
1,1983,5,1,1,G,4,,95,,4,1,2,3,1,,,,,3,,,,7,,,,3,,1,,1,,1,,,1,,3,,,4,,2,,,2,,
1,1990,5,1,1,M,2,,5,,1,2,1,3,1,,,1,,,,,,,,,,3,,1,,1,,1,,,1,,3,,,3,,1,,,2,,
1,1963,6,15,15,M,1,,5,,3,3,3,2,1,,,1,,,,,,7,,,,3,,1,,3,,4,,,1,,1,,,2,,2,,,2,,
1,1999,4,2,13,O,5,,6,,1,2,3,3,1,,,,,,4,,6,7,,,,3,,1,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1967,4,15,15,U,2,,5,,2,2,2,1,2,4,,,,,,,,,,,,,,4,,3,,5,,,95,,4,,,4,,5,,,5,,
1,2003,3,15,15,T,1,,95,,2,2,2,2,2,2,,,,,,,,,,,,,,4,,1,,4,,,4,,4,,,4,,5,,,5,,
1,1979,5,1,1,S,4,,5,,1,1,3,3,1,,,,,3,,,6,7,,,,3,,1,,1,,2,,,3,,3,,,3,,1,,,2,,
1,1997,5,2,2,T,4,,1,,4,4,4,4,1,,,,,3,,,,,,,,5,,1,,3,,5,,,4,,4,,,2,,2,,,1,,
0,1968,3,4,4,V,3,,4,,2,1,4,4,1,,,,2,,,,,,,,,2,,2,,2,,4,,,4,,1,,,3,,2,,,3,,觀望
0,2000,3,2,2,T,2,,95,,2,4,2,2,1,,,1,,,,,,7,,,,3,,1,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1968,5,15,15,S,4,,95,,4,4,4,4,1,,,,,3,,,,7,,,,3,,1,,3,,1,,,1,,4,,,3,,4,,,2,,
0,1990,5,2,1,U,4,,5,,1,1,3,3,1,,,,,3,,,6,,,,,3,,2,,2,,1,,,1,,3,,,4,,2,,,2,,
0,1993,5,4,9,M,4,,6,,1,1,3,2,1,,,,,,,,6,7,,,,3,,1,,3,,1,,,2,,3,,,3,,2,,,2,,
0,1971,3,1,1,S,4,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,2,,1,,1,,,3,,5,,付錢前為什麼要唉痛,4,,5,,,3,,
1,1996,5,14,14,V,1,,1,,3,3,3,2,1,,,,2,3,,,,,,,,1,,1,,3,,1,,,1,,4,,,3,,1,,,2,,
1,1993,5,15,1,T,1,,95,,3,3,2,3,2,90,沒綁定,,,,,,,,,,,,,1,,90,就比較方便,3,比較乾淨,,2,,2,蠻合理的,,2,,2,,,1,,
0,2001,5,20,20,V,1,,5,,1,2,2,3,1,,,,,3,,,,,,,,1,,1,,1,,2,,,3,,5,,對身體不好,3,,1,,,1,,多參考數據觀望
0,1982,6,6,15,V,2,,5,,1,1,1,1,2,1,,,,,,,,,,,,,,1,,3,,1,,,3,,4,,,4,,1,,,1,,
0,1993,5,2,2,S,4,,5,,2,2,2,3,1,,,,,,,,,7,,,,4,,1,,4,,1,,,1,,4,,,4,,1,,,1,,
0,1991,4,8,8,S,4,,5,,3,3,3,2,1,,,1,,3,,,6,7,,,,4,,2,,1,,1,,,3,,4,,,3,,1,,,2,,
1,1984,6,7,7,P,1,,5,,3,3,3,2,1,,,,2,,,,,,,,,2,,1,,3,,1,,,1,,4,,,3,,1,,,1,,
0,1991,5,15,1,G,1,,1,,1,1,1,1,1,,,1,,3,,,,,,,,2,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
0,1992,5,1,1,M,2,,2,,2,3,2,1,2,1,,,,,,,,,,,,,,2,,2,,2,,,2,,3,,,2,,2,,,2,,
0,1984,5,15,15,S,5,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,4,,4,,2,,,1,,4,,,4,,4,,,4,,
1,1991,6,2,2,F,4,,6,,1,1,1,1,1,,,,2,3,,,6,7,,,,3,,1,,1,,1,,,4,,4,,,4,,1,,,2,,
0,1993,5,2,2,S,4,,6,,1,4,2,2,1,,,1,,,,,6,7,,,,3,,1,,2,,1,,,3,,4,,,4,,4,,,3,,
1,1985,5,8,8,S,2,,5,,2,3,3,3,2,6,,,,,,,,,,,,,,1,,3,,4,,,4,,3,,,3,,4,,,4,,
0,1990,5,13,13,S,1,,5,,1,2,1,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,4,,3,,,3,,4,,,3,,
1,1958,5,2,13,W,2,,5,,2,2,2,3,1,,,,,,,,,7,,,,91,,1,,1,,1,,,1,,4,,,3,,1,,,2,,
1,2007,2,8,11,T,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,3,,5,,,3,,4,,,4,,1,,,1,,
1,1976,5,7,7,Q,1,,1,,4,4,4,4,2,5,,,,,,,,,,,,,,4,,3,,5,,,4,,3,,,3,,5,,,5,,
0,1994,5,2,2,T,1,,1,,2,2,2,3,2,6,,,,,,,,,,,,,,1,,90,無,4,,,1,,3,,,3,,1,,,1,,
1,1994,5,1,15,Q,2,,95,,4,4,2,2,1,,,,,,,,6,7,,,,4,,1,,3,,5,,,95,,4,,,4,,2,,,1,,
1,1995,6,8,4,M,3,,5,,3,2,2,2,1,,,1,,,,,,7,,,,91,,1,,3,,1,,,1,,1,,,2,,1,,,1,,
0,1995,5,1,1,T,4,,6,,2,2,3,3,1,,,1,,,,,6,7,,,,3,,1,,3,,2,,,4,,4,,,4,,1,,,2,,
0,1998,5,2,2,T,5,,5,,2,3,3,3,1,,,1,,,4,,6,7,,,,4,,1,,2,,1,,,3,,3,,,3,,4,,,2,,
1,1991,6,1,21,T,1,,1,,3,3,2,1,1,,,,2,,,,,,,,,1,,4,,2,,2,,,3,,4,,,4,,5,,,3,,
1,1991,5,1,1,S,1,,95,,2,3,3,2,2,2,,,,,,,,,,,,,,4,,3,,5,,,1,,3,,,3,,4,,,5,,
1,1978,5,15,15,M,5,,1,,3,3,3,3,1,,,,,,4,,,7,,,,3,,2,,1,,1,,,3,,4,,,3,,2,,,2,,
0,1991,5,1,1,I,4,,5,,4,4,4,4,1,,,,,3,,,,7,,,,3,,2,,2,,1,,,95,,4,,,4,,2,,,2,,
1,1967,4,2,2,S,1,,95,,4,4,4,4,1,,,,,3,,,,,,,,1,,2,,3,,4,,,3,,4,,,3,,2,,,2,,
1,1999,3,11,11,V,4,,95,,1,1,3,3,1,,,,,3,,,6,7,,,,4,,1,,3,,5,,,1,,3,,,4,,2,,,3,,
1,1985,6,8,8,M,2,,95,,1,1,1,1,2,1,,,,,,,,,,,,,,2,,2,,1,,,1,,1,,,4,,5,,,5,,
1,1977,4,4,4,S,3,,2,,3,2,3,3,1,,,1,,3,,,,,,,,3,,1,,2,,2,,,2,,1,,,2,,4,,,2,,
0,1983,5,9,9,U,4,,5,,2,2,2,2,1,,,,,3,,,,7,,,,3,,1,,1,,1,,,2,,1,,,2,,1,,,2,,
0,1956,1,8,8,U,1,,5,,2,3,2,2,1,,,,,3,,,,7,,,,3,,1,,1,,5,,,1,,4,,,1,,2,,,1,,
0,1974,3,4,4,G,4,,5,,1,1,1,1,2,6,,,,,,,,,,,,,,3,,3,,1,,,3,,4,,,3,,2,,,2,,
0,2001,4,4,4,R,4,,6,,2,1,1,4,1,,,,,3,4,,,,,,,4,,2,,2,,2,,,1,,1,,,3,,2,,,2,,
1,1958,4,8,8,D,1,,5,,4,4,4,4,2,6,,,,,,,,,,,,,,4,,3,,4,,,4,,4,,,3,,2,,,2,,
1,1985,3,4,4,H,1,,1,,1,3,3,1,2,3,,,,,,,,,,,,,,2,,3,,1,,,2,,3,,,3,,1,,,4,,
1,1983,3,9,9,S,4,,5,,1,1,3,2,1,,,,,3,,,6,7,,,,3,,1,,4,,1,,,95,,5,,太恐怖了,3,,1,,,2,,
0,1991,5,15,15,S,1,,5,,1,4,1,4,1,,,1,,,,,,7,,,,5,,2,,2,,1,,,2,,1,,,2,,4,,,1,,
0,1989,5,2,2,U,3,,5,,3,3,3,3,1,,,1,,,,,,7,,,,4,,1,,3,,4,,,95,,4,,,2,,4,,,3,,
0,1977,5,5,5,S,1,,2,,4,4,4,4,1,,,,,3,,,,,,,,2,,3,,3,,2,,,3,,4,,,3,,2,,,5,,
0,1995,5,15,15,S,1,,5,,2,2,2,2,1,,,,2,,,,,7,,,,3,,2,,3,,1,,,1,,4,,,3,,2,,,1,,
0,1990,5,8,8,S,1,,5,,1,2,3,3,1,,,1,,,,,,,,,,3,,1,,2,,4,,,1,,4,,,3,,1,,,3,,
0,1989,3,8,8,F,1,,1,,2,2,2,2,2,2,,,,,,,,,,,,,,2,,4,,5,,,3,,4,,,4,,2,,,5,,
0,1999,5,1,1,T,1,,1,,1,3,2,3,2,1,,,,,,,,,,,,,,3,,4,,1,,,1,,4,,,4,,1,,,1,,
1,1977,5,8,8,S,1,,5,,3,3,3,3,1,,,,2,,,,,,,,,3,,1,,1,,1,,,1,,1,,,3,,4,,,2,,無，科技始終來自於人性！
0,1991,5,14,14,Q,5,,1,,3,3,3,3,2,90,沒有信用卡,,,,,,,,,,,,,1,,3,,5,,,1,,3,,,3,,1,,,1,,
1,1952,5,1,1,M,1,,5,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,4,,5,,,1,,4,,,3,,1,,,1,,
1,1975,3,4,1,G,3,,5,,2,1,3,4,1,,,,,3,,,,,,,,4,,2,,3,,2,,,2,,3,,,3,,4,,,1,,期待啊
0,1988,5,15,15,C,3,,5,,2,2,3,3,1,,,,,,,,,7,,,,3,,1,,90,各有利弊，習慣行動支付但對手機遺失較麻煩,2,,,90,不贊成注入式,5,,不贊成注入式,2,,2,,,1,,
1,1988,5,8,8,M,1,,2,,4,4,4,4,2,1,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,3,,4,,,5,,
1,1965,4,1,1,J,1,,5,,2,2,2,3,1,,,,,,,,,7,,,,91,,2,,3,,4,,,3,,3,,,3,,4,,,4,,
1,1993,6,1,1,O,90,一卡通,5,,1,2,3,2,1,,,1,,,,,,7,,,,3,,1,,2,,1,,,3,,4,,,3,,2,,,1,,
0,1994,6,2,2,T,1,,5,,2,2,3,3,1,,,,,,,,,7,,,,3,,2,,2,,2,,,1,,3,,,2,,2,,,5,,
0,1996,5,2,2,T,1,,1,,4,2,2,2,1,,,,,,,,,7,,,,1,,1,,3,,2,,,90,要是不小心感應到，被盜取資料或被扣款不好吧,4,,,3,,5,,,3,,
0,1992,6,2,1,Q,4,,5,,1,2,3,3,1,,,,,,,,6,,,,,3,,1,,1,,1,,,3,,3,,,3,,1,,,1,,
0,2001,4,15,15,P,1,,1,,1,2,2,2,2,1,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,2001,3,15,15,T,1,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,2001,5,15,15,D,2,,2,,2,2,2,2,1,,,,,3,,,,,,,,2,,2,,2,,2,,,2,,3,,,2,,2,,,2,,
0,1953,6,1,2,W,3,,5,,2,2,2,1,1,,,,2,,,,,,,,,3,,1,,1,,1,,,1,,4,,,3,,1,,,2,,
0,1972,4,1,1,S,4,,5,,4,4,4,4,1,,,,,,,,6,7,,,,91,,2,,1,,5,,,1,,4,,,4,,2,,,5,,
1,1976,5,8,8,S,4,,6,,2,2,2,2,1,,,,,3,,,6,7,,,,3,,1,,2,,1,,,4,,4,,,4,,4,,,3,,
1,1962,4,1,2,M,5,,5,,2,2,2,3,1,,,,,3,,,,,,,,2,,2,,3,,5,,,4,,3,,,3,,2,,,2,,
1,1971,4,1,1,O,2,,5,,1,2,3,4,1,,,1,,,,,,,,,,5,,2,,2,,5,,,1,,4,,,3,,1,,,1,,
0,1973,3,1,1,S,3,,5,,2,3,3,2,1,,,,,,4,,6,7,,,,1,,1,,1,,1,,,2,,1,,,2,,1,,,1,,
1,1959,4,1,1,M,3,,5,,1,1,1,1,1,,,1,,,,,6,,,,,3,,2,,2,,1,,,2,,4,,,3,,2,,,2,,
0,1985,4,3,3,O,1,,95,,2,3,2,3,2,4,,,,,,,,,,,,,,90,有好有壞,3,,5,,,1,,4,,,3,,1,,,1,,觀望
1,1985,5,16,16,S,4,,6,,1,1,3,2,1,,,,,,4,,,7,,,,3,,1,,3,,5,,,1,,4,,,2,,2,,,1,,
0,1992,6,14,14,T,2,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,3,,1,,,2,,1,,,2,,2,,,1,,
0,1985,4,2,2,S,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,1,,2,,3,,5,,,1,,3,,,3,,1,,,3,,觀望，等到真的大多數人接受並使用。
0,1990,5,2,2,D,3,,5,,4,4,4,4,1,,,1,,,,,,,,,,3,,1,,2,,4,,,3,,4,,,2,,4,,,5,,
0,1968,4,1,1,O,2,,5,,2,2,2,1,2,1,,,,,,,,,,,,,,4,,3,,5,,,3,,4,,,3,,4,,,5,,
0,1978,4,4,4,G,4,,5,,1,1,3,2,1,,,,,,,,6,7,,,,4,,1,,2,,5,,,3,,4,,,4,,2,,,1,,
1,1988,5,5,5,F,3,,5,,2,2,2,2,1,,,,,,4,,6,7,,,,5,,1,,3,,1,,,95,,4,,,3,,2,,,1,,
0,1995,5,15,15,S,1,,1,,3,3,3,3,2,1,,,,,,,,,,,,,,3,,3,,4,,,2,,3,,,2,,4,,,5,,
0,1982,5,8,8,S,4,,5,,3,3,2,2,1,,,,,3,,,,7,,,,4,,1,,1,,1,,,3,,4,,,4,,2,,,1,,
1,1988,5,1,1,S,4,,5,,1,1,2,2,1,,,,,3,,,6,,,,,3,,1,,1,,1,,,1,,1,,,2,,1,,,1,,
1,2000,3,4,4,T,2,,95,,1,2,3,3,1,,,,2,,,,,7,,,,5,,3,,3,,2,,,2,,1,,,2,,5,,,3,,
0,1998,5,1,15,O,4,,95,,3,3,3,2,1,,,,,,,,6,7,,90,famipay、pixapay、openpoint、銀行的,4,,1,,1,,1,,,3,,3,,,3,,2,,,1,,
0,1990,5,7,9,O,4,,5,,4,4,4,4,1,,,,,,,,,7,,,,3,,1,,1,,1,,,1,,3,,,3,,1,,,1,,
1,1987,3,8,8,R,4,,6,,4,4,4,4,1,,,,,,,,6,7,,,,3,,1,,1,,1,,,95,,4,,,4,,2,,,1,,
1,1986,6,2,9,J,90,LINE Pay,5,,1,1,3,3,1,,,1,,,,,,7,,,,4,,2,,2,,5,,,4,,4,,,3,,1,,,5,,
1,1976,5,1,1,J,3,,5,,1,1,3,2,1,,,,,,,,6,7,,,,5,,2,,1,,1,,,1,,3,,,2,,2,,,5,,
1,1993,5,19,19,T,2,,1,,2,2,3,2,1,,,,2,3,,,,,,,,3,,1,,90,更危險 怕行動支付內部管理不當資料被駭,1,,,2,,1,,,3,,1,,,90,未來趨勢 但實體紙鈔仍有存在價值 比起數位化更容易在現實中掌控 不容易被駭客瞬間奪走,
1,1971,6,15,15,S,4,,5,,3,3,3,3,1,,,,,,4,,,7,,,,3,,1,,1,,5,,,2,,3,,,3,,1,,,1,,
0,1994,5,15,20,T,4,,95,,3,3,3,2,1,,,,,,,,6,7,,,,5,,1,,2,,5,,,1,,3,,,4,,1,,,1,,
0,1990,6,15,15,T,1,,1,,2,2,2,2,1,,,1,,,,,6,,,,,1,,1,,1,,1,,,1,,4,,,4,,5,,,5,,
0,1989,5,15,15,M,4,,6,,2,2,2,2,2,1,,,,,,,,,,,,,,2,,2,,2,,,2,,3,,,2,,2,,,2,,
1,1970,5,2,15,P,4,,6,,2,2,2,3,1,,,,2,3,,,,,,,,2,,2,,2,,2,,,2,,3,,,3,,4,,,3,,
0,2001,3,15,15,L,1,,1,,2,2,2,2,1,,,,,3,,,,,,,,4,,3,,3,,4,,,3,,3,,,3,,1,,,1,,
0,1993,5,1,1,T,4,,5,,4,4,4,4,2,3,,,,,,,,,,,,,,4,,3,,5,,,3,,3,,,4,,1,,,1,,
1,1995,5,15,15,M,5,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,4,,4,,5,,,95,,4,,,4,,5,,,5,,
0,1934,1,15,15,U,1,,1,,2,2,2,2,1,,,1,2,3,4,5,6,7,8,,,3,,1,,1,,1,,,2,,1,,,1,,1,,,1,,
